"source","title","author","genre","price_usd","rating","ratings_count","year","language","scraped_at","snapshot_id"
"Open Library","The Daughter of Time","Josephine Tey","historical_fiction",NA,3.54,9,1951,"ger",2025-11-25 23:01:52,5
"Open Library","The House of Seven Gables Readalong","Nathaniel Hawthorne","historical_fiction",NA,3.57,6,1851,"ger",2025-11-25 23:01:52,5
"Open Library","Summa Theologica","Thomas Aquinas","art",NA,4.41,9,1467,"mul",2025-11-25 23:01:52,5
"iTunes Store","Artisan Bread in Five Minutes a Day","Jeff Hertzberg, MD & Zoe Francois","art design",15.12,4.1,96,NA,NA,2025-11-25 23:01:52,5
"Open Library","Murder on the Orient Express","Agatha Christie","mystery",NA,4.16,116,1933,"por",2025-11-25 23:01:52,5
"Open Library","Interview With the Vampire","Anne Rice","horror",NA,3.92,91,1976,"cat",2025-11-25 23:01:52,5
"Open Library","The King in Yellow","Robert W. Chambers","horror",NA,3.83,16,1895,"eng",2025-11-25 23:01:52,5
"iTunes Store","The 300 Best Small Business Ideas","Bob Adams","business finance",0,3.52,29,NA,NA,2025-11-25 23:01:52,5
"Open Library","Φαίδων","Πλάτων","philosophy",NA,4.1,9,1713,"roa",2025-11-25 23:01:52,5
"Open Library","The Secret Garden","Frances Hodgson Burnett","children",NA,4.05,90,1911,"cat",2025-11-25 23:01:52,5
"iTunes Store","The Idiot Girls' Action-Adventure Club","Laurie Notaro","adventure",11.49,4.09,45,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Zuni Café Cookbook","Judy Rodgers","cookbook",NA,NA,NA,2002,"eng",2025-11-25 23:01:52,5
"Open Library","Principles of Political Economy","John Stuart Mill","philosophy",NA,4.94,1,1848,"eng",2025-11-25 23:01:52,5
"Open Library","Tuesdays with Morrie","Mitch Albom","biography",NA,3.78,80,1994,"rus",2025-11-25 23:01:52,5
"iTunes Store","Best New Horror","Stephen Jones","horror fiction",11.27,3.57,7,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","USA National Parks","DK Travel","travel",3.09,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Diary","Samuel Pepys","biography",NA,4.67,3,1825,"eng",2025-11-25 23:01:52,5
"iTunes Store","A Storm of Swords","George R.R. Martin","fantasy",7.82,4.56,3903,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","13 Classic Horror Poems","Lord Byron, Thomas Hardy, Robert E. Howard, H. P. Lovecraft, Edgar Allan Poe, William Shakespeare, Percy Bysshe Shelley, Kristoffer Lundén & Michael Stenmark","horror fiction",2.04,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Monster of Monsters: Vampire’s Special Delivery- Fantasy, Science Fiction, & Horror Flash Fiction #7","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Batman: Night of the Owls","Scott Snyder, Jimmy Palmiotti, Scott Lobdell, Peter J. Tomasi, Justin Gray, Tony Daniel, Judd Winick, Gail Simone, Duane Swierczynski, Kyle Higgins, James Tynion IV, Greg Capullo, David Finch, Andy Clarke, Lee Garbett, Guillem March, Travel Foreman, Marcus To, Ardian Syaf, Moritat, Eddy Barrows, Rafael Albuquerque, Andres Guinaldo, Jason Fabok & Kenneth Rocafort","travel",12.82,4.42,36,NA,NA,2025-11-25 23:01:52,5
"Open Library","La Nuit","Elie Wiesel","poetry",NA,4.28,45,1955,"yid",2025-11-25 23:01:52,5
"iTunes Store","Digital Renaissance: The Next Frontier in Art, Design, and Creativity","Wayne Pascall","art design",7.08,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","A Memoir Of Jane Austen","James Edward Austen-Leigh","biography memoir",2.01,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Comfort Me with Apples","Ruth Reichl","cookbook",NA,3.59,3,2001,"eng",2025-11-25 23:01:52,5
"Open Library","Confessions of an advertising man","David Ogilvy","business",NA,5,3,1963,"chi",2025-11-25 23:01:52,5
"iTunes Store","Beijing Travel Guide","Lonely Planet","travel",16.67,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","100 Travel Tips","Wolfgang Riebe","travel",0,3.49,246,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","God Made You Nose to Toes","Leslie Parrott","childrens fiction",9.42,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Artisan Jewish Deli at Home","Nick Zukin & Michael Zusman","art design",11.53,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Before the Whistle: Football Coaching 101","Matt Kunz","sports outdoors",0,3.56,11,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Hermie, a Common Caterpillar","Max Lucado","childrens fiction",5.78,4.96,7,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Mystery of the Blue Train","Agatha Christie","mystery",NA,3.98,27,1928,"rus",2025-11-25 23:01:52,5
"Open Library","The Club of Queer Trades","Gilbert Keith Chesterton","mystery",NA,3.19,13,1900,"spa",2025-11-25 23:01:52,5
"iTunes Store","Fall From Grace: A Christian Romance Novel","Kelsey MacBride","romance novel",0.99,3.9,395,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Self-help Messiah","Steven Watts","self help",18.09,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","A Dragon Elder And A Cup Of Tea: AabiLynn’s Dragon Rite- Fantasy, Science Fiction, & Horror Flash Fiction #20","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Tik-Tok of Oz","L. Frank Baum","fiction",NA,2.55,2,1914,"eng",2025-11-25 23:01:52,5
"Open Library","Mrs. Dalloway","Virginia Woolf","psychology",NA,3.62,50,1925,"dan",2025-11-25 23:01:52,5
"Open Library","Insomnia","Stephen King","horror",NA,3.8,99,1994,"rus",2025-11-25 23:01:52,5
"iTunes Store","Your Cooking Companion's Guide to Basic Cooking Skills","Daniel Slobodien","cooking",0,4.06,22,NA,NA,2025-11-25 23:01:52,5
"Open Library","Leviathan","Thomas Hobbes","philosophy",NA,3.5,15,1651,"chi",2025-11-25 23:01:52,5
"Open Library","Les fleurs du mal","Charles Baudelaire","biography",NA,4.24,13,1855,"por",2025-11-25 23:01:52,5
"Open Library","The Old Curiosity Shop","Charles Dickens","children",NA,3.95,5,1800,"por",2025-11-25 23:01:52,5
"Open Library","Steve Jobs","Walter Isaacson","business",NA,4.25,162,2011,"vie",2025-11-25 23:01:52,5
"Open Library","Ben Hur","Lew Wallace","biography",NA,3.63,7,1800,"yid",2025-11-25 23:01:52,5
"Google Books","Lippincott's Monthly Magazine",NA,"American literature",NA,NA,NA,1874,"en",2025-11-25 23:01:52,5
"Open Library","The Souls of Black Folk","W. E. B. Du Bois","biography",NA,4.23,9,1903,"fre",2025-11-25 23:01:52,5
"iTunes Store","Town Mouse and Country Mouse - Read it yourself with Ladybird (Enhanced Edition)","Ladybird","childrens fiction",9.1,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Superman and Philosophy","Mark D. White","philosophy",16.43,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","An autobiography","Mohandas Karamchand Gandhi","biography",NA,4.21,20,1927,"rus",2025-11-25 23:01:52,5
"Google Books","A History Of Persia (Volume 2)","Sir Percy Sykes","Political Science",NA,NA,NA,2013,"en",2025-11-25 23:01:52,5
"Open Library","All's Well That Ends Well","William Shakespeare","history",NA,3.73,11,1734,"jpn",2025-11-25 23:01:52,5
"iTunes Store","Modern Philosophy","Roger Scruton","philosophy",14.21,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","LarryBoy and the Yodelnapper","Kent Redeker","childrens fiction",2.02,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Everything That You Are","Jason Wallace Poetry","poetry",0,3.92,17,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Plant Based Cooking Made Easy","Jill Dalton & Jeffrey Dalton","cooking",2.06,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Poppy War Collector's Edition","R. F. Kuang","fantasy",2.08,3.92,7,NA,NA,2025-11-25 23:01:52,5
"Open Library","A Study of History","Arnold J. Toynbee","history",NA,4.38,8,1900,"rus",2025-11-25 23:01:52,5
"iTunes Store","Dante and Philosophy","Étienne Gilson","philosophy",10.48,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Fundamentals of Anatomy & Physiology","Frederic Martini","sports",NA,4.18,6,1989,"eng",2025-11-25 23:01:52,5
"iTunes Store","True Crime & Murder Mysteries Collection","Cleveland Moffett","true crime",0.96,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Google Books","Masters of the English Novel","Richard Burton","Fiction",NA,NA,NA,1925,"en",2025-11-25 23:01:52,5
"iTunes Store","Female Killers: True Crime Stories of Murderous Women","Eliza Toska","true crime",1.94,4.62,36,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Mission Zero (An Agent Zero Spy Thriller—Book #20)","Jack Mars","mystery thriller",8.28,4.41,8,NA,NA,2025-11-25 23:01:52,5
"Open Library","La sombra del viento","Carlos Ruiz Zafón","thriller",NA,4.18,48,2001,"pol",2025-11-25 23:01:52,5
"iTunes Store","Perfect Slow Cooking","Elizabeth Brown","cooking",11.27,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Self-Help 101: 4 Reasons why Affirmations don't Work and How to Fix them","Rahul Badami","self help",0,4.61,47,NA,NA,2025-11-25 23:01:52,5
"Open Library","Le petit prince","Antoine de Saint-Exupéry","children",NA,4.42,221,1943,"yid",2025-11-25 23:01:52,5
"iTunes Store","Fiji Travel Guide","Lonely Planet","travel",15.71,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Meditations","Marcus Aurelius","philosophy",NA,3.98,137,1626,"ukr",2025-11-25 23:01:52,5
"iTunes Store","Mallorca Travel Guide","Lonely Planet","travel",15.21,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Artisans by Design","Judy Frater","art design",26.49,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Malaysia Travel Guide","Wolfgang Sladkowski & Wanirat Chanapote","travel",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Watchmaker's Daughter","C.J. Archer","historical fiction",0,4.47,2602,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Great Adventure","Barry Allan","adventure",0,4.07,7,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Red Pony","John Steinbeck","historical_fiction",NA,3.17,9,1933,"ice",2025-11-25 23:01:52,5
"iTunes Store","The Swing","David Leadbetter & Ron Kaspriske","sports outdoors",13.28,4.07,60,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Fear Psychology","George J Cole","psychology",0,3.9,83,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Monster of Monsters: Watery Things From Watery Depths- Fantasy, Science Fiction, & Horror Flash Fiction #9","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Red Dragon","Thomas Harris","horror",NA,4.25,35,1981,"gre",2025-11-25 23:01:52,5
"Open Library","Ordeal by Innocence","Agatha Christie","mystery",NA,4.08,2,1958,"por",2025-11-25 23:01:52,5
"iTunes Store","PRAXIS II History/Social Studies Test Prep Review--Exambusters World History Flash Cards","PRAXIS II Exambusters","world history",4.04,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Cooking Camp Disaster","Carolyn Keene","cooking",6.01,4.38,13,NA,NA,2025-11-25 23:01:52,5
"Google Books","Red Roulette","Desmond Shum","Biography & Autobiography",NA,NA,NA,2022,"en",2025-11-25 23:01:52,5
"iTunes Store","Crete Travel Guide","Lonely Planet","travel",13.92,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Worlds of Science Fiction, Fantasy and Horror Volume 2","Robert N. Stephenson","horror fiction",0,4.52,10,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Marvelous Land of Oz","L. Frank Baum","children",NA,3.29,19,1904,"eng",2025-11-25 23:01:52,5
"iTunes Store","True Crime","Geoffrey A. Feller","true crime",2.04,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","You are a badass at making money","Jen Sincero","self_help",NA,5,2,2014,"eng",2025-11-25 23:01:52,5
"Google Books","The Dark Room","Rachel Seiffert","Fiction",NA,NA,NA,2001,"en",2025-11-25 23:01:52,5
"Open Library","La Peste","Albert Camus","psychology",NA,4.22,28,1942,"arm",2025-11-25 23:01:52,5
"Open Library","Noli Me Tangere","José Rizal","romance",NA,4.28,10,1902,"ita",2025-11-25 23:01:52,5
"iTunes Store","Indian Poetry","Edwin Arnold","poetry",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Meditations","Marcus Aurelius","biography",NA,4.12,137,1626,"ukr",2025-11-25 23:01:52,5
"iTunes Store","The Art and Soul of Dune: Part Two","Tanya Lapointe & Stefanie Broos","art design",18.29,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Charlie and the Great Glass Elevator","Roald Dahl","fantasy",NA,3.44,53,1972,"rus",2025-11-25 23:01:52,5
"iTunes Store","The Turks in World History","Carter Vaughn Findley","world history",38.13,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Peril at End House","Agatha Christie","mystery",NA,4.27,22,1932,"eng",2025-11-25 23:01:52,5
"Open Library","Angels & Demons","Dan Brown","mystery",NA,3.65,255,2000,"jpn",2025-11-25 23:01:52,5
"Open Library","Joy of Cooking","Irma S. Rombauer","cookbook",NA,4.82,13,1931,"swe",2025-11-25 23:01:52,5
"iTunes Store","The Best American Sports Writing 2016","Rick Telander","sports outdoors",2.95,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Pearl","John Steinbeck","children",NA,3.64,53,1945,"tib",2025-11-25 23:01:52,5
"iTunes Store","The Sky Of Dragons: AabiLynn’s Dragon Rite- Fantasy, Science Fiction, & Horror Flash Fiction #16","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Forensic Psychology For Dummies","David V. Canter & Ian Rankin","psychology",14.39,4.55,5,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Pocket Guide to Business Finance","Paul Burns & Peter Morris","business finance",48.74,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Anne of Windy Poplars","Lucy Maud Montgomery","children",NA,3.58,16,1900,"dan",2025-11-25 23:01:52,5
"Open Library","Minecraft","Tara Theoharis","cookbook",NA,5,1,2023,"eng",2025-11-25 23:01:52,5
"Open Library","Poems by John Keats","John Keats","travel",NA,4.13,5,1800,"eng",2025-11-25 23:01:52,5
"Open Library","A Clockwork Orange","Anthony Burgess","science_fiction",NA,4.07,66,1962,"rus",2025-11-25 23:01:52,5
"iTunes Store","The Strange Adventure of a Broke Mercenary (Light Novel) Vol. 1","Mine & peroshi","adventure",10.3,4.55,69,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","One Thousand White Women","Jim Fergus","historical fiction",12.64,4.58,1132,NA,NA,2025-11-25 23:01:52,5
"Open Library","Братья Карамазовы","Фёдор Михайлович Достоевский","science_fiction",NA,4.38,62,1880,"rus",2025-11-25 23:01:52,5
"iTunes Store","Philosophy Hacks","Robert Arp & Martin Cohen","philosophy",3.96,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Sun Also Rises","Ernest Hemingway","history",NA,3.61,27,1926,"por",2025-11-25 23:01:52,5
"Open Library","Candide","Voltaire","philosophy",NA,4,82,1746,"bal",2025-11-25 23:01:52,5
"Open Library","Northern Lights","Philip Pullman","science_fiction",NA,4,223,1995,"por",2025-11-25 23:01:52,5
"iTunes Store","How to Write and Sell True Crime","Gary Provost","true crime",4,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Island of Dr. Moreau","H. G. Wells","horror",NA,3.7,49,1896,"ger",2025-11-25 23:01:52,5
"iTunes Store","The Basics of Finance and Stocks","Bryan Jiang","business finance",0,4.47,69,NA,NA,2025-11-25 23:01:52,5
"Open Library","Voyage au Centre de la Terre","Jules Verne","science_fiction",NA,4.16,89,1867,"por",2025-11-25 23:01:52,5
"iTunes Store","The Spaceman's Omega: A Mpreg Science Fiction Romance","Tabatha Austin","science fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Finland Travel Guide","Lonely Planet","travel",16.71,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","À rebours","Joris-Karl Huysmans","fantasy",NA,4.37,10,1884,"ger",2025-11-25 23:01:52,5
"Google Books","The American Art Review",NA,"Art",NA,4.95,1,1880,"en",2025-11-25 23:01:52,5
"iTunes Store","The Adventure of the Dying Detective","Arthur Conan Doyle","adventure",0,4.58,295,NA,NA,2025-11-25 23:01:52,5
"Open Library","Betty Crocker Cookbook","Betty Crocker","cookbook",NA,3.08,2,2002,"eng",2025-11-25 23:01:52,5
"iTunes Store","Ascent (The Invasion Chronicles—Book Three): A Science Fiction Thriller","Morgan Rice","science fiction",4.76,3.95,104,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Girl of Shadow and Glass: A Portal Fantasy","C.K. Beggan","fantasy",0,3.55,19,NA,NA,2025-11-25 23:01:52,5
"Open Library","A Random Walk Down Wall Street","Burton Gordon Malkiel","business",NA,4.27,15,1973,"chi",2025-11-25 23:01:52,5
"Google Books","Religion of Fear","Jason Bivins","Political Science",NA,NA,NA,2008,"en",2025-11-25 23:01:52,5
"Open Library","Homage to Catalonia","George Orwell","biography",NA,4.11,26,1938,"ger",2025-11-25 23:01:52,5
"iTunes Store","The Devil's Soldier: A Paranormal Vampire Romance Novel","Raven Steele","romance novel",5.12,4.55,43,NA,NA,2025-11-25 23:01:52,5
"Open Library","Kidnapped","Robert Louis Stevenson","historical_fiction",NA,3.73,18,1886,"per",2025-11-25 23:01:52,5
"Google Books","Architecture in the United States","Dell Upton","Architecture",NA,3.06,1,1998,"en",2025-11-25 23:01:52,5
"Open Library","A Christmas Carol","Charles Dickens","poetry",NA,3.96,104,1843,"fre",2025-11-25 23:01:52,5
"Open Library","Sonnenfinsternis","Arthur Koestler","historical_fiction",NA,4.32,15,1940,"gre",2025-11-25 23:01:52,5
"iTunes Store","Innovation and Finance","Andreas Pyka & Hans-Peter Burghof","business finance",68.37,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Google Books","Household Hints and Recipes","Henry T. Williams, Sophia Orne Johnson","Conduct of life",NA,NA,NA,1884,"en",2025-11-25 23:01:52,5
"Google Books","J","Howard Jacobson","Antisemitism",NA,NA,NA,2014,"en",2025-11-25 23:01:52,5
"iTunes Store","Real Estate Investment and Finance","David Hartzell & Andrew E. Baum","business finance",60.46,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Renewable Energy Finance","Charles W Donovan","business finance",44.61,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Mindset","Carol S. Dweck","self_help",NA,3.92,47,2006,"eng",2025-11-25 23:01:52,5
"Open Library","The Deal","Elle Kennedy","sports",NA,4.24,25,2015,"eng",2025-11-25 23:01:52,5
"Open Library","The Invisible Man","H. G. Wells","horror",NA,3.88,106,0,"por",2025-11-25 23:01:52,5
"Open Library","Fundamentals of financial management","Eugene F. Brigham","business",NA,5,2,1978,"eng",2025-11-25 23:01:52,5
"Open Library","The Secret","Rhonda Byrne","self_help",NA,3.74,59,2000,"ita",2025-11-25 23:01:52,5
"Open Library","The Art of War","孙武","sports",NA,4.13,157,1900,"fre",2025-11-25 23:01:52,5
"Open Library","The Woman in White","Wilkie Collins","thriller",NA,4.03,20,1859,"chi",2025-11-25 23:01:52,5
"iTunes Store","Around Tokyo For Japan Travel","Diamond-Big Co. , Ltd.","travel",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","After You","Jojo Moyes","self_help",NA,4.44,11,2014,"pol",2025-11-25 23:01:52,5
"iTunes Store","Camp Life in the Woods and the Tricks of Trapping and Trap Making","W. Hamilton Gibson","sports outdoors",0,4.07,14,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Cerberus Tales Collection #3 Dragon Fantasy, Action-Adventure Horror, And Apocalyptic Science Fiction Series","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Lies of Locke Lamora","Scott Lynch","fantasy",4.16,4.42,1515,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Japan in World History","James L. Huffman","world history",27.88,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Metamorphosis","Franz Kafka","psychology",NA,4.17,146,1915,"por",2025-11-25 23:01:52,5
"Open Library","Foundations of sport and exercise psychology","Robert S. Weinberg","sports",NA,4.9,1,1995,"eng",2025-11-25 23:01:52,5
